epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.07562500238418579,4.378777503967285,0.001,0.056699998676776886,4.589816093444824
1,0.11349999904632568,4.2446088790893555,0.001,0.10480000078678131,4.262317180633545
2,0.1426749974489212,4.153010368347168,0.001,0.13490000367164612,4.163382053375244
3,0.1695999950170517,4.065237998962402,0.001,0.17419999837875366,4.02902364730835
4,0.1994750052690506,3.982464551925659,0.001,0.20360000431537628,3.970381259918213
5,0.22190000116825104,3.9095094203948975,0.001,0.1898999959230423,3.9776456356048584
6,0.24819999933242798,3.8457179069519043,0.001,0.2362000048160553,3.8426241874694824
7,0.27035000920295715,3.7789883613586426,0.001,0.23270000517368317,3.8795132637023926
8,0.29307499527931213,3.717665910720825,0.001,0.21480000019073486,3.9283766746520996
9,0.3372499942779541,3.5858378410339355,0.0005,0.262800008058548,3.767578601837158
10,0.3640750050544739,3.5188937187194824,0.0005,0.2815000116825104,3.7308859825134277
0,0.07692500203847885,4.380542755126953,0.001,0.02879999950528145,5.724645614624023
1,0.11545000225305557,4.239609241485596,0.001,0.12430000305175781,4.184233665466309
2,0.14482499659061432,4.1483588218688965,0.001,0.10199999809265137,4.366061210632324
3,0.17409999668598175,4.058316230773926,0.001,0.1671999990940094,4.066705703735352
4,0.20272499322891235,3.9743075370788574,0.001,0.19779999554157257,3.971668243408203
5,0.2243250012397766,3.9051737785339355,0.001,0.2168000042438507,3.922353506088257
6,0.25017499923706055,3.839604377746582,0.001,0.22259999811649323,3.8775436878204346
7,0.27035000920295715,3.7782816886901855,0.001,0.23759999871253967,3.834113359451294
8,0.28679999709129333,3.7293663024902344,0.001,0.2484000027179718,3.8105247020721436
9,0.3370499908924103,3.5974819660186768,0.0005,0.27630001306533813,3.724714756011963
10,0.3606249988079071,3.531578540802002,0.0005,0.2529999911785126,3.823463201522827
11,0.37975001335144043,3.480536699295044,0.0005,0.27950000762939453,3.727742910385132
