epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.09437499940395355,4.311401844024658,0.001,0.13130000233650208,4.156670570373535
1,0.15936249494552612,4.101958751678467,0.001,0.14880000054836273,4.136772632598877
2,0.21443749964237213,3.9350926876068115,0.001,0.21160000562667847,3.927389144897461
3,0.26503750681877136,3.7953944206237793,0.001,0.20919999480247498,3.9290316104888916
4,0.31001248955726624,3.6677441596984863,0.001,0.26750001311302185,3.7607831954956055
5,0.3550249934196472,3.549532890319824,0.001,0.2524000108242035,3.811075448989868
6,0.3967750072479248,3.441028594970703,0.001,0.2825999855995178,3.7309863567352295
7,0.44093748927116394,3.3367371559143066,0.001,0.27410000562667847,3.774179220199585
8,0.48073750734329224,3.242137908935547,0.001,0.27959999442100525,3.770500421524048
9,0.5705375075340271,3.0325214862823486,0.0005,0.30169999599456787,3.729647636413574
0,0.08676250278949738,4.336051940917969,0.001,0.09040000289678574,4.330484390258789
1,0.13516250252723694,4.1678009033203125,0.001,0.1776999980211258,4.031637191772461
2,0.17797499895095825,4.036220550537109,0.001,0.1881999969482422,4.00106954574585
3,0.211837500333786,3.9367008209228516,0.001,0.22290000319480896,3.880722761154175
4,0.24061250686645508,3.8518335819244385,0.001,0.25040000677108765,3.791947603225708
5,0.2626250088214874,3.788083553314209,0.001,0.2483000010251999,3.7935574054718018
6,0.28197500109672546,3.731325387954712,0.001,0.2637999951839447,3.7665653228759766
7,0.3014625012874603,3.6773011684417725,0.001,0.2671999931335449,3.7533090114593506
8,0.3181000053882599,3.634608268737793,0.001,0.2939000129699707,3.6624090671539307
9,0.3612625002861023,3.5205206871032715,0.0005,0.3158000111579895,3.6223983764648438
