epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.09196250140666962,4.296741962432861,0.1,0.1875,3.9993956089019775
1,0.25130000710487366,3.823561668395996,0.1,0.2994000017642975,3.705568313598633
2,0.3703249990940094,3.52109956741333,0.1,0.34779998660087585,3.5863711833953857
3,0.4802125096321106,3.270819902420044,0.1,0.37220001220703125,3.543182373046875
4,0.5974000096321106,3.0298330783843994,0.1,0.3797000050544739,3.550273895263672
5,0.7243250012397766,2.7965898513793945,0.1,0.38100001215934753,3.6356570720672607
6,0.8461999893188477,2.5864057540893555,0.1,0.37119999527931213,3.68638014793396
7,0.9329125285148621,2.4208664894104004,0.1,0.3727000057697296,3.7259397506713867
0,0.009737499989569187,4.6047515869140625,0.001,0.011900000274181366,4.603942394256592
1,0.010575000196695328,4.603000164031982,0.001,0.011300000362098217,4.602456092834473
2,0.013062500394880772,4.6013383865356445,0.001,0.013100000098347664,4.6006574630737305
3,0.012849999591708183,4.599199295043945,0.001,0.014299999922513962,4.598184108734131
4,0.012612500227987766,4.596160888671875,0.001,0.013799999840557575,4.594450950622559
5,0.013100000098347664,4.591338157653809,0.001,0.01600000075995922,4.58815860748291
6,0.016174999997019768,4.583039283752441,0.001,0.019600000232458115,4.577034950256348
7,0.02306249924004078,4.567366123199463,0.001,0.02879999950528145,4.554581642150879
8,0.03527500107884407,4.536439418792725,0.001,0.042100001126527786,4.511815071105957
9,0.04495000094175339,4.499005317687988,0.0005,0.04580000042915344,4.482918739318848
10,0.050574999302625656,4.469727039337158,0.0005,0.050599999725818634,4.4542107582092285
0,0.14560000598430634,4.122321605682373,0.001,0.2475000023841858,3.825181245803833
1,0.3186500072479248,3.642672538757324,0.001,0.3343999981880188,3.611710548400879
2,0.4246875047683716,3.3914551734924316,0.001,0.38420000672340393,3.4941601753234863
3,0.5102249979972839,3.201585292816162,0.001,0.40560001134872437,3.4668304920196533
4,0.5888375043869019,3.0420708656311035,0.001,0.40059998631477356,3.49884033203125
5,0.6631875038146973,2.9018146991729736,0.001,0.4023999869823456,3.5370287895202637
6,0.7338250279426575,2.7805914878845215,0.001,0.39149999618530273,3.557734727859497
7,0.7906500101089478,2.6767003536224365,0.001,0.39149999618530273,3.62662935256958
8,0.8432124853134155,2.58652925491333,0.00020000001,0.3799000084400177,3.6815483570098877
9,0.9249500036239624,2.4317352771759033,0.0005,0.38199999928474426,3.685257911682129
10,0.9475250244140625,2.385538339614868,0.0005,0.37439998984336853,3.728377342224121
0,0.09636250138282776,4.291099548339844,0.001,0.21960000693798065,3.9002225399017334
1,0.20942500233650208,3.9886655807495117,0.001,0.3057999908924103,3.671330451965332
2,0.27711251378059387,3.831207036972046,0.001,0.3513999879360199,3.5545616149902344
3,0.32711249589920044,3.7124948501586914,0.001,0.3855000138282776,3.4709155559539795
4,0.36774998903274536,3.6239192485809326,0.001,0.38609999418258667,3.4773426055908203
5,0.4053249955177307,3.55078387260437,0.001,0.40950000286102295,3.4293031692504883
6,0.4375874996185303,3.4889028072357178,0.001,0.42080000042915344,3.4240448474884033
7,0.46633750200271606,3.434110641479492,0.001,0.41839998960494995,3.438570737838745
8,0.49129998683929443,3.383437156677246,0.001,0.41920000314712524,3.4353835582733154
9,0.5530250072479248,3.278193712234497,0.0005,0.43149998784065247,3.419879198074341
10,0.5716249942779541,3.2426538467407227,0.0005,0.4316999912261963,3.4335410594940186
