epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.05481249839067459,4.1686272621154785,0.001,0.07609999924898148,9.223766326904297
1,0.11400000005960464,3.7108309268951416,0.001,0.02810000069439411,4.850599765777588
2,0.16314999759197235,3.4244799613952637,0.001,0.1826000064611435,3.370309352874756
3,0.20842500030994415,3.196326494216919,0.001,0.18410000205039978,3.3445374965667725
4,0.2446500062942505,3.012352228164673,0.001,0.28209999203681946,2.8158912658691406
5,0.27978751063346863,2.8551416397094727,0.001,0.2590999901294708,3.0631701946258545
6,0.26350000500679016,2.9723618030548096,0.001,0.3093000054359436,2.7077338695526123
7,0.3109374940395355,2.7337327003479004,0.001,0.3325999975204468,2.631080389022827
8,0.3357374966144562,2.589550495147705,0.001,0.3361999988555908,2.626380205154419
9,0.39096251130104065,2.332684278488159,0.0005,0.38960000872612,2.3898050785064697
10,0.4248875081539154,2.1693644523620605,0.0005,0.4074000120162964,2.3509268760681152
11,0.44683751463890076,2.0749599933624268,0.0005,0.4219000041484833,2.300199508666992
12,0.47776249051094055,1.9442882537841797,0.0005,0.4097999930381775,3.4311792850494385
13,0.49720001220703125,1.8688730001449585,0.0005,0.4205999970436096,2.3878285884857178
14,0.5252749919891357,1.7488389015197754,0.0005,0.42419999837875366,2.427245616912842
15,0.5260000228881836,1.767151951789856,0.0005,0.42410001158714294,2.454709529876709
16,0.5450249910354614,1.6997630596160889,0.0005,0.16429999470710754,4.4587297439575195
17,0.5633999705314636,1.6213403940200806,0.0005,0.41530001163482666,2.5506699085235596
18,0.5860249996185303,1.5268807411193848,0.0005,0.43369999527931213,2.6271021366119385
19,0.6419625282287598,1.321822166442871,0.00025,0.44040000438690186,2.805368661880493
20,0.6597874760627747,1.2451413869857788,0.00025,0.4390000104904175,2.863905191421509
21,0.6697875261306763,1.2314283847808838,0.00025,0.4341999888420105,2.9956722259521484
