epoch,categorical_accuracy,loss,lr,val_categorical_accuracy,val_loss
0,0.009925000369548798,408.7237854003906,0.1,0.009700000286102295,336.5708923339844
1,0.010774999856948853,380.6312561035156,0.1,0.009100000374019146,5578.982421875
2,0.010062499903142452,518.8870849609375,0.1,0.00800000037997961,608.40234375
3,0.010312500409781933,428.70513916015625,0.1,0.011699999682605267,7606.03125
